tag	consumer_complaint_narrative
comment	There is a huge parking lot under the hotel which is helpful if you rent a car.
comment	You can fly with your plane to everywhere you want
comment	it is a good game
complaint	The quilt was too warm.
complaint	You have to do one job to do, and you failed it.
comment	Very stylish and clean.
comment	I recommend if you don't want to spend the big bucks next door at the Hilton.
undetermined	In Northern Ireland we have about 10 programmes to pick from...
complaint	This is inefficient.
comment	The product is named PDF to Kindle Convertor" on the webpage for writing a review.
complaint	Housekeeping needs alot of improvement to learn from other 5 star facilities in Singapore, Shanghai, Dubai.
comment	I know every time I open the app I'm excited to see how much food is waiting my newest generation magikarp.
comment	The hotel assistant was very pleasant but my first clue of the next few hours was the gentleman in front of me.
undetermined	the room service came to fix the shower curtain like aftet 30 mins of the request
comment	This was a great hotel and the best location you can have if you want to tourist in Paris.
request	Pls bring the old one back!
comment	This is honestly one of the best mobile games I've played.
complaint	The front desk staff struggled a bit with English.
comment	The reception staff are friendly and very informative with a permanent smile on their faces which was nice to see.
meaningless	Two has basic rums and other two couple has standard.
comment	Easy access to the metro.
complaint	We were only provided one small soap for use in the shower and the sink and not much else.
comment	This is super!!!
comment	This place offers free breakfast and dinner everyday.
complaint	For the type of hotel it is, that is unacceptable.
complaint	- We were waiting for around 2 hours for check-in and got rushed to check-out
comment	Just perfect.
comment	Pools were OK.
comment	Hotel was top not h, staff was friendly, hotel and room was clean, every thing worked, felt almost like home, this was our first stay with extended stay America but will not be our last, and we will recommend it to family and friends
comment	The best ever MP3 editing program, it has help me millions of times, in cuting Podcasts, news cutting and transmitting, songs ringtones etc
comment	Great restaurants nearby.
comment	Great location close to everything.
complaint	One of worst app I have seen.
complaint	And when it did, I could not fix the errors because I've used the trial version.
meaningless	(Yes I'm aware that it's called Facebook for a reason.)
comment	It's very important to me.
comment	Loved Fa-raon, the friendly house feline.
meaningless	:(
complaint	Carrying a title "scan2pdf" and not doing it, it is not what a user is really expecting.
comment	Does not bother to much.
complaint	Now system has phantom files and folders that won't go away.
comment	I've had this account for 12 years and not had an issue.
complaint	Not as good or functional as iOS app or Android.
comment	It is very effective and highly protective.
comment	There is nothing negative about these villas at all.
comment	It was very quiet -- the neighborhood and the hotel.
comment	This is very good and Realistic Game
meaningless	Especially for last minute bookings.
comment	However after a month you get the item for free or can have it reshipped.
comment	wat a nice game!!!!
meaningless	La versione 3 non è in Italiano.
meaningless	The same answer.
complaint	I will cancel my subscription if you don't add automatic calls
request	I will cancel my subscription if you don't add automatic calls
comment	Very easy to search and buy stuff.
request	Wish training and such were minigames, it would spice things up a bit and make gameplay addicting.
meaningless	I went to Columbus, Ohio for training for 2 days.
comment	I dont like that i dont have anything to complain about!!!
comment	Amo pinterest punto/ luv it period
comment	The key (for me) to this property are its employees.
comment	All is great..
