tag	consumer_complaint_narrative
complaint	Le petit déjeuner est banal au possible et les commentaires positifs que nous avions lus avant de choisir cet établissement se sont avérés surfaits.
comment	Entrée étroite quand il y a du monde à l'accueil.
comment	La chambre très très spacieuse
comment	La décoration tres cosi beaucoup de charme
complaint	- Fuite dans la douche et le lavabo
complaint	Malheureusement celle ci n'est pas en français, contrairement à ce qui est indiqué: Inutilisable !
complaint	Le bruit de la chaussée et la douche qui fuit de partout.
comment	Les autres apps : Facebook WhatsApp Viber etc doivent être installées et chargées.
comment	Un arrêt du temps fabuleux après le travail, en plein Paris.
meaningless	Rien
comment	Séjour d'une seule nuit en famille (deux enfants)
comment	Hôtel très confortable et calme
comment	Le personnel est très attentionné aux clients.
complaint	-cet etablissement n'est pas une chambre d'hote mais un hotel avec au moins une vingtaine de chambres ....
comment	Merci beaucoup de nous avoir rendu le séjour à Bordeaux aussi agréable.
comment	Les chambres sont superbes, la décoration est authentique, le service des chambres est rapide et très bien fait.
comment	Que ça fait du bien quand ça marche
complaint	Que ça fait du bien quand ça marche
comment	j'ai installé HotSpt Shield et là miracle!!
meaningless	Nous y étions en famille avec nos 2 ados.
comment	Deuxième séjour dans cet hôtel en période de feria.
comment	Parfait pour voyage d'affaire ou tourisme
complaint	Pourrais donner 5etoiles mais à chaque fois il se désinstalle seul de mon fone et je suis obligé de le réinstaller
complaint	Difficile d avoir une place de parking a l hotel et parking le plus proche assez loin qd on a des valises.
comment	J'ai télechargé Calibre : BRAVO !
comment	😊
comment	Personnel chaleureux, Chambre magnifique, petit déjeuner varié.
complaint	Chambre mal isolée du bruit, 2 serviettes pour trois et poubelles non vidées a notre arrivée.
comment	Le personnel est très accueillant et très serviable.
comment	Emplacement très pratique, tout près de la Place d'Espagne et son Metro.
bug	Ça mets "votre requête n'a pas pu être traité''
comment	Grande maison qui fait davantage hôtel que B&B.
complaint	Hôtel très bruyant.
comment	app vdeo
complaint	L'hôtel a vraiment besoin d'un coup de neuf.
comment	A noter de plus depuis Octobre, l'accès à la nouvelle ligne circulaire de Moscou, accessible directement à pieds en moins d'un quart d'heure.
comment	Le petit-déjeuner inoubliable!
complaint	Du coup ça m'embête..
meaningless	Bonjour
comment	Bonne literie
comment	Parfait
comment	Très bon réseau social à vrai dire c'est mon préféré mais un seul bémol , je ne reçois plus aucune notification !!
complaint	Très bon réseau social à vrai dire c'est mon préféré mais un seul bémol , je ne reçois plus aucune notification !!
comment	Passe trois nuits dans cet hotel au coeur de la vieille ville.
bug	Sur les 3 problèmes détectés par Spybot Search & Destroy, je n'(ai pas pus en régler un seul : Accès refusé (je suis administrateur de l'ordinateur) !!!!!!!!
complaint	Version 3.8.5186- Plantage du système Windows XP !!
comment	Nous reviendrons certainement dans cet hôtel pour notre prochain séjour à Lyon.
complaint	Le prix du petit déjeuner moins cher dans un coffee shop en ville
comment	Le prix du petit déjeuner moins cher dans un coffee shop en ville
comment	Un hôtel de très bonne qualité avec un bon restaurant, un spa superbe, avec un samedi soir avec dj super sauf que ont peux pas commander un cocktail dans la chambre dommage en tout cas vous allez pas être déçu 😍😍😍
complaint	Un hôtel de très bonne qualité avec un bon restaurant, un spa superbe, avec un samedi soir avec dj super sauf que ont peux pas commander un cocktail dans la chambre dommage en tout cas vous allez pas être déçu 😍😍😍
comment	Magnifique situation , chambre avec vue mer et sur le vieux Nice , accueil chaleureux , tout était parfait .
comment	Chambre très spacieuse et lit très confortable.
comment	Près de la gare donc très pratique.
comment	Personnel très aimable
comment	bien situé , sur la rambla et près du centre gotic et de la place Catalugna..
comment	emplacement correct mais la chambre manquait de confort selon les critères des 4 etoiles , pêrsonnel tres avenant et courtois le restaurant attaché à l' hôtel s'av ère un peu trop sophistiqué , le petit déjeuner du matin est appréciable et complet
complaint	emplacement correct mais la chambre manquait de confort selon les critères des 4 etoiles , pêrsonnel tres avenant et courtois le restaurant attaché à l' hôtel s'av ère un peu trop sophistiqué , le petit déjeuner du matin est appréciable et complet
complaint	Réglez vite les bugs depuis votre dernière mise a jours !
comment	Des chambres standard, grandes et propres, deux queen size beds, l'établissement a besoin d'être rafraichie, la partie restauration est vraiment grande
comment	Voici un Bed and Breakfast digne des meilleurs hôtels ;
comment	Chambre parfaite, personnel agréable et disponible, on se sent bien chez vous!
comment	Je ne parviens pas à "capturer" à partir d'un DVD contenant la numérisation de tous mes vieux films !
comment	Chambre confortable et grande salle de bains
comment	Sinon, être déconnecté de tous ces appareils lorsqu'on n'est en vacances ça fait vraiment du bien...
comment	Le petit déjeuner buffet + assiette cuisinée spécialement selon la demande.
comment	Très bon accueil le soir de mon arrivée, par contre le lendemain matin au moment de mon départ, la femme présente à la réception a été plutôt désagréable.
complaint	Très bon accueil le soir de mon arrivée, par contre le lendemain matin au moment de mon départ, la femme présente à la réception a été plutôt désagréable.
comment	Personnellement je l' installe en version payante .
comment	La taille de la chambre quadruple
comment	toujours à disposition un petit déjeuné copieux
meaningless	Je suis étudiant infographiste en alternance, et je jongle naturellement entre mon appart, l'école, le boulot et chez mes parents.
comment	Et pour ça je ne vous met que 4 🌟
comment	Vue extra, on peut presque toucher l'eau de sa chambre!
complaint	Manque possibilité de se restaurer le soir
complaint	Nous avons été transféré des notre arrivée dans une autre maison qui n avait rien du guesthouse...
comment	cool je trouve que c'est bien meme tré bien
comment	J'ai apprécié le fait que nous étions changé de chambre avec surclassement car la clim de la notre chambre initiale ne marchait pas et qu'il faisait très chaud ...
comment	Bien mais prends trop de place et oui je sais qu'il y a messenger lire mais il n'est pas assez complet je trouve.
complaint	Bien mais prends trop de place et oui je sais qu'il y a messenger lire mais il n'est pas assez complet je trouve.
meaningless	proximité du centre ville
meaningless	le service a l'accueil
comment	La salle ce bain un poil petite selon les chambres, faut avoir un peu de chance.
complaint	La salle ce bain un poil petite selon les chambres, faut avoir un peu de chance.
complaint	Pas facile de trouver....
comment	Éviter les chambres en face de la réception.
comment	Salle de pdj petite et très simple.
comment	Très bon accueil, propreté, petit déjeuner copieux, chambre spacieuse
comment	décor vieillot mais charmant
complaint	décor vieillot mais charmant
comment	Nous sommes satisfaits de l'accueil à notre arrivée ainsi que de la chambre spacieuse avec une vue sur le lac.
request	je voudrait savoir si c'est gratuit
comment	Le parking et la proximité de la ville à pied la gentillesse de la personne qui nous a accueilli
comment	Par contre, j'espère que la nouvelle MAJ ne va pas encore tout détraquer
complaint	État des chambres très moyen et à rafraîchir, odeurs de poisson dans l'entrée.
complaint	Chambre donnant sur la rue très passante et bruyante.
comment	Relativement calme, la climatisation est un peu bruyante et l'insonorisation entre les chambres un peu faible.
complaint	Relativement calme, la climatisation est un peu bruyante et l'insonorisation entre les chambres un peu faible.
comment	Les chambres sont parfaites.
comment	Les chambres sont spacieuses et le petit déjeuner magnifique.
comment	Personnel sympathique et arrangeant.
comment	Super accueil à la reception et en cuisine
comment	Parking gratuit sur place (s'il y a de la place!!!) proche du centre de Cork, personnel correct
comment	Restaurant pas terrible.
comment	super app
complaint	l'accès à l'ascenseur au rez de chaussée est assez étroit.
meaningless	literie
comment	Installation confortable, chambre bien chauffée.
comment	Très bien situé avec restaurants à proximité
comment	L’hôtel est idéalement placé dans le quartier commerçant de la presqu’île de Lyon.
meaningless	Sasa
meaningless	malheureusement pas séjourné dans cette hôtel
complaint	Pas de place de parking disponible.
complaint	Je suis informaticien et avast est la pire des créations.
comment	J'aime bien cette appli mais le problème c est que je veux Changer mon nom de profil je le change mais après ça revient à mon ancien nom .
bug	J'aime bien cette appli mais le problème c est que je veux Changer mon nom de profil je le change mais après ça revient à mon ancien nom .
meaningless	comment
comment	Je conseil cet hôtel.
comment	Je suis entiérement d'accord, le SAV est inexistant.
comment	Directeur qui parle Français avec l'accent Toulousain, la grande classe!
comment	Le Directeur Et Nela sont toujours la présent pour le client un petit sourire un petit mot c'est fort apprécié .
complaint	Malhonnêteté manifeste.
complaint	Le supplément, le prix du BED ET BREAKFAST , ne comprend pas le Breakfast....
meaningless	Rue passagère
comment	Toutes les chambres sont différentes.
comment	Les chambre sont très classiques ce que j'apprécie mais vraiment trop petites
complaint	Les chambre sont très classiques ce que j'apprécie mais vraiment trop petites
complaint	Bruits dès autres voyageurs, la nuit.
comment	Le staff du Desk était très gentil et très prévenant.
comment	J'ai passé une semaine dans cet hôtel moderne au cœur du quartier d'affaires de Moscou.
comment	et rajouté des choses au petit dej et vous aurez votre perfection!
request	et rajouté des choses au petit dej et vous aurez votre perfection!
comment	Aucune fausse note
meaningless	n° de commande:REF 375162977
complaint	Je n'aime pas du tout être obligé de mettre une application pour prendre mes messages sur Facebook!!!
comment	les chambres exposées sud (50%) sont à 25 degrés à 20h les jours ensoleillés et il n'y a pas de climatisation.
complaint	les chambres exposées sud (50%) sont à 25 degrés à 20h les jours ensoleillés et il n'y a pas de climatisation.
complaint	radiateurs coupés en journée
comment	Hôtel jeune, coloré et cool, à l'image de la marque Camper.
comment	C'est vraiment cool je peux envoyer des messages des photos des messages vocaux prendre des photos avec des filtre et etc voilà installer le c'est vraiment cool
